Tool,File,Contract,Vulnerability,Severity,SWC-ID,Remediation,Description/More Info,Execution time
slither,smartbugs-dataset/reentrancy/spank_chain_payment.sol,Variable,Variable LedgerChannel.byzantineCloseChannel(bytes32).ethbalanceA (smartbugs-dataset/reentrancy/spank_chain_payment.sol#787) is too similar to LedgerChannel.byzantineCloseChannel(bytes32).ethbalanceI (smartbugs-dataset/reentrancy/spank_chain_payment.sol#788),High,SWC-ID: https://swcregistry.io/docs/SWC-107,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#variable-names-too-similar,4.60548210144043
slither,smartbugs-dataset/reentrancy/spank_chain_payment.sol,HumanStandardToken,HumanStandardToken.version (smartbugs-dataset/reentrancy/spank_chain_payment.sol#236) should be constant ,High,SWC-ID: https://swcregistry.io/docs/SWC-107,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#state-variables-that-could-be-declared-constant,4.60548210144043
slither,smartbugs-dataset/reentrancy/spank_chain_payment.sol,isSignedBy,"isSignedBy(bytes32,string,address) should be declared external:",High,SWC-ID: https://swcregistry.io/docs/SWC-107,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#public-function-that-could-be-declared-external,4.60548210144043
mythril,smartbugs-dataset/reentrancy/spank_chain_payment.sol,ECTools,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 1376 - 7063,14944.166656017303
mythril,smartbugs-dataset/reentrancy/spank_chain_payment.sol,ECTools,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 1556 - 8934,14944.166656017303
mythril,smartbugs-dataset/reentrancy/spank_chain_payment.sol,ECTools,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 844 - 4365,14944.166656017303
mythril,smartbugs-dataset/reentrancy/spank_chain_payment.sol,ECTools,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 2658 - 12997,14944.166656017303
mythril,smartbugs-dataset/reentrancy/spank_chain_payment.sol,ECTools,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 1369 - 7056,14944.166656017303
mythril,smartbugs-dataset/reentrancy/spank_chain_payment.sol,ECTools,==== Exception State ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 484 - 3259,14944.166656017303
mythril,smartbugs-dataset/reentrancy/spank_chain_payment.sol,ECTools,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 1624 - 5950,14944.166656017303
slither,smartbugs-dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,Log,Log (smartbugs-dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol#52-77) contract sets array length with a user-controlled value:,High,SWC-ID: https://swcregistry.io/docs/SWC- ,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#array-length-assignment,3.681633949279785
slither,smartbugs-dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,Log,Reentrancy in Private_Bank.CashOut(uint256) (smartbugs-dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol#33-46):,High,SWC-ID: https://swcregistry.io/docs/SWC-107,"To avoid re-entrancy, you can use the Checks-Effects-Interactions pattern as outlined in https://docs.soliditylang.org/en/v0.4.21/security-considerations.html#re-entrancy",https://github.com/crytic/slither/wiki/Detector-Documentation#reentrancy-vulnerabilities,3.681633949279785
slither,smartbugs-dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,Log,Pragma version^0.4.19 (smartbugs-dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol#7) allows old versions,Medium,SWC-ID: https://swcregistry.io/docs/SWC-102,It is recommended to use a recent version of the Solidity compiler. Using an outdated compiler version can be problematic especially if there are publicly disclosed bugs and issues that affect the current compiler version. refer to https://swcregistry.io/docs/SWC-102/#version_0_4_13sol ,https://github.com/crytic/slither/wiki/Detector-Documentation#incorrect-versions-of-solidity,3.681633949279785
slither,smartbugs-dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,Low,Low level call in Private_Bank.CashOut(uint256) (smartbugs-dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol#33-46):,Low,SWC-ID: https://swcregistry.io/docs/SWC-102,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#low-level-calls,3.681633949279785
slither,smartbugs-dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,Contract,Contract Private_Bank (smartbugs-dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol#9-50) is not in CapWords,High,SWC-ID: https://swcregistry.io/docs/SWC-102,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#conformance-to-solidity-naming-conventions,3.681633949279785
slither,smartbugs-dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,Private_Bank,Private_Bank.MinDeposit (smartbugs-dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol#13) should be constant ,High,SWC-ID: https://swcregistry.io/docs/SWC-102,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#state-variables-that-could-be-declared-constant,3.681633949279785
slither,smartbugs-dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,AddMessage,"AddMessage(address,uint256,string) should be declared external:",High,SWC-ID: https://swcregistry.io/docs/SWC-102,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#public-function-that-could-be-declared-external,3.681633949279785
mythril,smartbugs-dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,Log,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 76761 - 341187,886.529993057251
mythril,smartbugs-dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,Log,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 7273 - 8739,886.529993057251
mythril,smartbugs-dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,Private_Bank,==== External Call To User-Supplied Address ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 10312 - 100059,886.529993057251
mythril,smartbugs-dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,Private_Bank,==== State access after external call ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 10312 - 100059,886.529993057251
mythril,smartbugs-dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,Private_Bank,==== State access after external call ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 10312 - 100059,886.529993057251
mythril,smartbugs-dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,Private_Bank,==== State access after external call ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 10312 - 100059,886.529993057251
mythril,smartbugs-dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,Private_Bank,==== External Call To User-Supplied Address ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 10312 - 100059,886.529993057251
mythril,smartbugs-dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,Private_Bank,==== Multiple Calls in a Single Transaction ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-113,Multiple calls are executed in the same transaction.,Estimated Gas Usage: 10312 - 100059,886.529993057251
mythril,smartbugs-dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,Private_Bank,==== State access after external call ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 10312 - 100059,886.529993057251
mythril,smartbugs-dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,Log,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 76761 - 341187,886.529993057251
mythril,smartbugs-dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,Log,==== Exception State ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 1009 - 1104,886.529993057251
mythril,smartbugs-dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,Log,==== Integer Arithmetic Bugs ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 76761 - 341187,886.529993057251
mythril,smartbugs-dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,Private_Bank,==== External Call To User-Supplied Address ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 9425 - 64796,886.529993057251
slither,smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,Log,Log (smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol#81-105) contract sets array length with a user-controlled value:,High,SWC-ID: https://swcregistry.io/docs/SWC- ,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#array-length-assignment,1.2410640716552734
slither,smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,Log,Reentrancy in MONEY_BOX.Collect(uint256) (smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol#55-69):,High,SWC-ID: https://swcregistry.io/docs/SWC-107,"To avoid re-entrancy, you can use the Checks-Effects-Interactions pattern as outlined in https://docs.soliditylang.org/en/v0.4.21/security-considerations.html#re-entrancy",https://github.com/crytic/slither/wiki/Detector-Documentation#reentrancy-vulnerabilities,1.2410640716552734
slither,smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,MONEY_BOX,MONEY_BOX.Put(uint256) (smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol#45-53) uses timestamp for comparisons,Low,SWC-ID: https://swcregistry.io/docs/SWC-116,"Developers should write smart contracts with the notion that block values are not precise, and the use of them can lead to unexpected effects. Alterna-tively, they may make use of oracles. refer to https://swcregistry.io/docs/SWC-116/ ",https://github.com/crytic/slither/wiki/Detector-Documentation#block-timestamp,1.2410640716552734
slither,smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,Deprecated,Deprecated standard detected THROW (smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol#28):,High,SWC-ID: https://swcregistry.io/docs/SWC-116,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#deprecated-standards,1.2410640716552734
slither,smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,Deprecated,Pragma version^0.4.19 (smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol#7) allows old versions,Medium,SWC-ID: https://swcregistry.io/docs/SWC-102,It is recommended to use a recent version of the Solidity compiler. Using an outdated compiler version can be problematic especially if there are publicly disclosed bugs and issues that affect the current compiler version. refer to https://swcregistry.io/docs/SWC-102/#version_0_4_13sol ,https://github.com/crytic/slither/wiki/Detector-Documentation#incorrect-versions-of-solidity,1.2410640716552734
slither,smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,Low,Low level call in MONEY_BOX.Collect(uint256) (smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol#55-69):,Low,SWC-ID: https://swcregistry.io/docs/SWC-102,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#low-level-calls,1.2410640716552734
slither,smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,Contract,Contract MONEY_BOX (smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol#9-78) is not in CapWords,High,SWC-ID: https://swcregistry.io/docs/SWC-102,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#conformance-to-solidity-naming-conventions,1.2410640716552734
slither,smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,AddMessage,"AddMessage(address,uint256,string) should be declared external:",High,SWC-ID: https://swcregistry.io/docs/SWC-102,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#public-function-that-could-be-declared-external,1.2410640716552734
mythril,smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,Log,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 76761 - 341187,3810.2292761802673
mythril,smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,Log,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 7273 - 8739,3810.2292761802673
mythril,smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,MONEY_BOX,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 14539 - 89910,3810.2292761802673
mythril,smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,MONEY_BOX,==== Dependence on predictable environment variable ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-116,A control flow decision is made based on The block.timestamp environment variable.,Estimated Gas Usage: 6822 - 27107,3810.2292761802673
mythril,smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,MONEY_BOX,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 14539 - 89910,3810.2292761802673
mythril,smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,Log,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 76761 - 341187,3810.2292761802673
mythril,smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,MONEY_BOX,==== External Call To User-Supplied Address ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 14375 - 89746,3810.2292761802673
mythril,smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,Log,==== Exception State ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 1009 - 1104,3810.2292761802673
mythril,smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,Log,==== Integer Arithmetic Bugs ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 76761 - 341187,3810.2292761802673
mythril,smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,MONEY_BOX,==== Dependence on predictable environment variable ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-116,A control flow decision is made based on The block.timestamp environment variable.,Estimated Gas Usage: 3556 - 3841,3810.2292761802673
mythril,smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,MONEY_BOX,==== External Call To User-Supplied Address ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 12702 - 102259,3810.2292761802673
mythril,smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,MONEY_BOX,==== State access after external call ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 12702 - 102259,3810.2292761802673
mythril,smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,MONEY_BOX,==== State access after external call ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 12702 - 102259,3810.2292761802673
mythril,smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,MONEY_BOX,==== State access after external call ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 12702 - 102259,3810.2292761802673
mythril,smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,MONEY_BOX,==== Multiple Calls in a Single Transaction ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-113,Multiple calls are executed in the same transaction.,Estimated Gas Usage: 12702 - 102259,3810.2292761802673
mythril,smartbugs-dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,MONEY_BOX,==== State access after external call ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 12702 - 102259,3810.2292761802673
slither,smartbugs-dataset/reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,LogFile,LogFile (smartbugs-dataset/reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol#73-97) contract sets array length with a user-controlled value:,High,SWC-ID: https://swcregistry.io/docs/SWC- ,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#array-length-assignment,0.9922528266906738
slither,smartbugs-dataset/reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,LogFile,Reentrancy in PERSONAL_BANK.Collect(uint256) (smartbugs-dataset/reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol#47-60):,High,SWC-ID: https://swcregistry.io/docs/SWC-107,"To avoid re-entrancy, you can use the Checks-Effects-Interactions pattern as outlined in https://docs.soliditylang.org/en/v0.4.21/security-considerations.html#re-entrancy",https://github.com/crytic/slither/wiki/Detector-Documentation#reentrancy-vulnerabilities,0.9922528266906738
slither,smartbugs-dataset/reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,LogFile,Pragma version^0.4.19 (smartbugs-dataset/reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol#7) allows old versions,Medium,SWC-ID: https://swcregistry.io/docs/SWC-102,It is recommended to use a recent version of the Solidity compiler. Using an outdated compiler version can be problematic especially if there are publicly disclosed bugs and issues that affect the current compiler version. refer to https://swcregistry.io/docs/SWC-102/#version_0_4_13sol ,https://github.com/crytic/slither/wiki/Detector-Documentation#incorrect-versions-of-solidity,0.9922528266906738
slither,smartbugs-dataset/reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,Low,Low level call in PERSONAL_BANK.Collect(uint256) (smartbugs-dataset/reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol#47-60):,Low,SWC-ID: https://swcregistry.io/docs/SWC-102,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#low-level-calls,0.9922528266906738
slither,smartbugs-dataset/reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,Contract,Contract PERSONAL_BANK (smartbugs-dataset/reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol#9-69) is not in CapWords,High,SWC-ID: https://swcregistry.io/docs/SWC-102,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#conformance-to-solidity-naming-conventions,0.9922528266906738
slither,smartbugs-dataset/reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,AddMessage,"AddMessage(address,uint256,string) should be declared external:",High,SWC-ID: https://swcregistry.io/docs/SWC-102,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#public-function-that-could-be-declared-external,0.9922528266906738
mythril,smartbugs-dataset/reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,LogFile,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 76761 - 341187,1322.511010169983
mythril,smartbugs-dataset/reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,LogFile,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 7273 - 8739,1322.511010169983
mythril,smartbugs-dataset/reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,PERSONAL_BANK,==== External Call To User-Supplied Address ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 8489 - 63860,1322.511010169983
mythril,smartbugs-dataset/reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,LogFile,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 76761 - 341187,1322.511010169983
mythril,smartbugs-dataset/reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,LogFile,==== Exception State ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 1009 - 1104,1322.511010169983
mythril,smartbugs-dataset/reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,LogFile,==== Integer Arithmetic Bugs ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 76761 - 341187,1322.511010169983
mythril,smartbugs-dataset/reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,PERSONAL_BANK,==== External Call To User-Supplied Address ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 12035 - 101972,1322.511010169983
mythril,smartbugs-dataset/reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,PERSONAL_BANK,==== State access after external call ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 12035 - 101972,1322.511010169983
mythril,smartbugs-dataset/reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,PERSONAL_BANK,==== State access after external call ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 12035 - 101972,1322.511010169983
mythril,smartbugs-dataset/reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,PERSONAL_BANK,==== State access after external call ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 12035 - 101972,1322.511010169983
mythril,smartbugs-dataset/reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,PERSONAL_BANK,==== Multiple Calls in a Single Transaction ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-113,Multiple calls are executed in the same transaction.,Estimated Gas Usage: 12035 - 101972,1322.511010169983
mythril,smartbugs-dataset/reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,PERSONAL_BANK,==== State access after external call ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 12035 - 101972,1322.511010169983
slither,smartbugs-dataset/reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,LogFile,LogFile (smartbugs-dataset/reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol#74-98) contract sets array length with a user-controlled value:,High,SWC-ID: https://swcregistry.io/docs/SWC- ,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#array-length-assignment,0.8772921562194824
slither,smartbugs-dataset/reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,LogFile,Reentrancy in ACCURAL_DEPOSIT.Collect(uint256) (smartbugs-dataset/reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol#48-61):,High,SWC-ID: https://swcregistry.io/docs/SWC-107,"To avoid re-entrancy, you can use the Checks-Effects-Interactions pattern as outlined in https://docs.soliditylang.org/en/v0.4.21/security-considerations.html#re-entrancy",https://github.com/crytic/slither/wiki/Detector-Documentation#reentrancy-vulnerabilities,0.8772921562194824
slither,smartbugs-dataset/reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,LogFile,Pragma version^0.4.19 (smartbugs-dataset/reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol#8) allows old versions,Medium,SWC-ID: https://swcregistry.io/docs/SWC-102,It is recommended to use a recent version of the Solidity compiler. Using an outdated compiler version can be problematic especially if there are publicly disclosed bugs and issues that affect the current compiler version. refer to https://swcregistry.io/docs/SWC-102/#version_0_4_13sol ,https://github.com/crytic/slither/wiki/Detector-Documentation#incorrect-versions-of-solidity,0.8772921562194824
slither,smartbugs-dataset/reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,Low,Low level call in ACCURAL_DEPOSIT.Collect(uint256) (smartbugs-dataset/reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol#48-61):,Low,SWC-ID: https://swcregistry.io/docs/SWC-102,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#low-level-calls,0.8772921562194824
slither,smartbugs-dataset/reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,Contract,Contract ACCURAL_DEPOSIT (smartbugs-dataset/reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol#10-70) is not in CapWords,High,SWC-ID: https://swcregistry.io/docs/SWC-102,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#conformance-to-solidity-naming-conventions,0.8772921562194824
slither,smartbugs-dataset/reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,AddMessage,"AddMessage(address,uint256,string) should be declared external:",High,SWC-ID: https://swcregistry.io/docs/SWC-102,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#public-function-that-could-be-declared-external,0.8772921562194824
