Tool,File,Contract,Vulnerability,Severity,SWC.ID,Remediation,Description.More.Info,Execution.time,Total.Time,source_file,subfolder,filename
mythril,smartbugs-dataset/unchecked_low_level_calls/0xa1fceeff3acc57d257b917e30c4df661401d6431.sol,AirDropContract,Multiple Calls in a Single Transaction,Low,SWC-ID: https://swcregistry.io/docs/SWC-113,Multiple calls are executed in the same transaction.,Estimated Gas Usage: 3120 - 79573,149.0901451,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0xa1fceeff3acc57d257b917e30c4df661401d6431.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0xa1fceeff3acc57d257b917e30c4df661401d6431.sol,AirDropContract,Unchecked return value from external call.,Medium,SWC-ID: https://swcregistry.io/docs/SWC-104,The return value of a message call is not checked.,Estimated Gas Usage: 2044 - 43466,149.0901451,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0xa1fceeff3acc57d257b917e30c4df661401d6431.sol
slither,smartbugs-dataset/unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol#L323-L331,"FiftyFlip.sendFunds(address,uint256)",arbitrary-send-eth,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.939500093,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol#L323-L331
slither,smartbugs-dataset/unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol#L162-L207,FiftyFlip.play(uint256),weak-prng,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.939500093,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol#L162-L207
slither,smartbugs-dataset/unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol#L128-L159,"FiftyFlip.wager(bool,uint256,uint256,uint8,bytes32,bytes32)",reentrancy-eth,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.939500093,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol#L128-L159
slither,smartbugs-dataset/unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol#L128-L159,"FiftyFlip.wager(bool,uint256,uint256,uint8,bytes32,bytes32)",unchecked-lowlevel,Medium,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.939500093,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol#L128-L159
mythril,smartbugs-dataset/unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,FiftyFlip,Dependence on predictable environment variable,Low,SWC-ID: https://swcregistry.io/docs/SWC-120,A control flow decision is made based on The block.number environment variable.,Estimated Gas Usage: 10904 - 11519,2043.352127,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,FiftyFlip,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 67602 - 302638,2043.352127,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,FiftyFlip,Multiple Calls in a Single Transaction,Low,SWC-ID: https://swcregistry.io/docs/SWC-113,Multiple calls are executed in the same transaction.,Estimated Gas Usage: 67602 - 302638,2043.352127,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,FiftyFlip,Unchecked return value from external call.,Medium,SWC-ID: https://swcregistry.io/docs/SWC-104,The return value of a message call is not checked.,Estimated Gas Usage: 67602 - 302638,2043.352127,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,FiftyFlip,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 67602 - 302638,2043.352127,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,FiftyFlip,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 67602 - 302638,2043.352127,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,FiftyFlip,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 67602 - 302638,2043.352127,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,FiftyFlip,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 67602 - 302638,2043.352127,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,FiftyFlip,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 67602 - 302638,2043.352127,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,FiftyFlip,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 67602 - 302638,2043.352127,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,FiftyFlip,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 67602 - 302638,2043.352127,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,FiftyFlip,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 67602 - 302638,2043.352127,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,FiftyFlip,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 67602 - 302638,2043.352127,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,FiftyFlip,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 67602 - 302638,2043.352127,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,FiftyFlip,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 67602 - 302638,2043.352127,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,FiftyFlip,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 67602 - 302638,2043.352127,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,FiftyFlip,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 3294 - 38657,2043.352127,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,FiftyFlip,Dependence on predictable environment variable,Low,SWC-ID: https://swcregistry.io/docs/SWC-120,A control flow decision is made based on The block.number environment variable.,Estimated Gas Usage: 2564 - 2849,2043.352127,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol
slither,smartbugs-dataset/unchecked_low_level_calls/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol#L24-L29,"EtherGet.getTokens(uint256,address)",arbitrary-send-eth,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.63077426,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol#L24-L29
slither,smartbugs-dataset/unchecked_low_level_calls/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol#L17-L20,EtherGet.withdrawTokens(address),unchecked-transfer,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.63077426,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol#L17-L20
slither,smartbugs-dataset/unchecked_low_level_calls/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol#L24-L29,"EtherGet.getTokens(uint256,address)",unchecked-lowlevel,Medium,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.63077426,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol#L24-L29
mythril,smartbugs-dataset/unchecked_low_level_calls/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol,EtherGet,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 1876 - 70343,67.32661796,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol,EtherGet,Multiple Calls in a Single Transaction,Low,SWC-ID: https://swcregistry.io/docs/SWC-113,Multiple calls are executed in the same transaction.,Estimated Gas Usage: 1876 - 70343,67.32661796,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol,EtherGet,Unchecked return value from external call.,Medium,SWC-ID: https://swcregistry.io/docs/SWC-104,The return value of a message call is not checked.,Estimated Gas Usage: 1056 - 35337,67.32661796,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol,EtherGet,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 4280 - 74300,67.32661796,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol,EtherGet,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 4280 - 74300,67.32661796,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol,EtherGet,Multiple Calls in a Single Transaction,Low,SWC-ID: https://swcregistry.io/docs/SWC-113,Multiple calls are executed in the same transaction.,Estimated Gas Usage: 4280 - 74300,67.32661796,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol,EtherGet,Transaction Order Dependence,Medium,SWC-ID: https://swcregistry.io/docs/SWC-114,The value of the call is dependent on balance or storage write,Estimated Gas Usage: 2512 - 37123,67.32661796,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol
slither,smartbugs-dataset/unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol#L87-L99,"TokenBank.WithdrawToHolder(address,uint256)",reentrancy-eth,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.694325924,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol#L87-L99
slither,smartbugs-dataset/unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol#L38,Token.owner,shadowing-state,High,SWC-ID: https://swcregistry.io/docs/SWC- ,High,,0.694325924,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol#L38
slither,smartbugs-dataset/unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol#L39-L45,"Token.WithdrawToken(address,uint256,address)",unchecked-lowlevel,Medium,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.694325924,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol#L39-L45
mythril,smartbugs-dataset/unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,Token,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 2103 - 37280,739.5437512,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,Token,Unchecked return value from external call.,Medium,SWC-ID: https://swcregistry.io/docs/SWC-104,The return value of a message call is not checked.,Estimated Gas Usage: 2103 - 37280,739.5437512,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,TokenBank,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 2169 - 37346,739.5437512,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,TokenBank,Unchecked return value from external call.,Medium,SWC-ID: https://swcregistry.io/docs/SWC-104,The return value of a message call is not checked.,Estimated Gas Usage: 2169 - 37346,739.5437512,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,TokenBank,Unchecked return value from external call.,Medium,SWC-ID: https://swcregistry.io/docs/SWC-104,The return value of a message call is not checked.,Estimated Gas Usage: 9035 - 64922,739.5437512,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,TokenBank,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 8844 - 63835,739.5437512,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,TokenBank,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 8844 - 63835,739.5437512,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,TokenBank,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 8844 - 63835,739.5437512,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,TokenBank,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 8844 - 63835,739.5437512,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol
slither,smartbugs-dataset/unchecked_low_level_calls/mishandled.sol#L10-L15,SendBack.withdrawBalance(),unchecked-send,Medium,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.625006437,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,mishandled.sol#L10-L15
mythril,smartbugs-dataset/unchecked_low_level_calls/mishandled.sol,SendBack,Transaction Order Dependence,Medium,SWC-ID: https://swcregistry.io/docs/SWC-114,The value of the call is dependent on balance or storage write,Estimated Gas Usage: 6921 - 61582,8.763845682,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,mishandled.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/mishandled.sol,SendBack,Unchecked return value from external call.,Medium,SWC-ID: https://swcregistry.io/docs/SWC-104,The return value of a message call is not checked.,Estimated Gas Usage: 6921 - 61582,8.763845682,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,mishandled.sol
slither,smartbugs-dataset/unchecked_low_level_calls/0x7a4349a749e59a5736efb7826ee3496a2dfd5489.sol#L20-L28,WhaleGiveaway1.GetFreebie(),arbitrary-send-eth,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.649294138,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x7a4349a749e59a5736efb7826ee3496a2dfd5489.sol#L20-L28
slither,smartbugs-dataset/unchecked_low_level_calls/0x7a4349a749e59a5736efb7826ee3496a2dfd5489.sol#L38-L45,"WhaleGiveaway1.Command(address,bytes)",unchecked-lowlevel,Medium,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.649294138,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x7a4349a749e59a5736efb7826ee3496a2dfd5489.sol#L38-L45
mythril,smartbugs-dataset/unchecked_low_level_calls/0x7a4349a749e59a5736efb7826ee3496a2dfd5489.sol,WhaleGiveaway1,Transaction Order Dependence,Medium,SWC-ID: https://swcregistry.io/docs/SWC-114,The value of the call is dependent on balance or storage write,Estimated Gas Usage: 3999 - 72796,1304.863416,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x7a4349a749e59a5736efb7826ee3496a2dfd5489.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0x7a4349a749e59a5736efb7826ee3496a2dfd5489.sol,WhaleGiveaway1,Multiple Calls in a Single Transaction,Low,SWC-ID: https://swcregistry.io/docs/SWC-113,Multiple calls are executed in the same transaction.,Estimated Gas Usage: 3999 - 72796,1304.863416,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x7a4349a749e59a5736efb7826ee3496a2dfd5489.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0x7a4349a749e59a5736efb7826ee3496a2dfd5489.sol,WhaleGiveaway1,Transaction Order Dependence,Medium,SWC-ID: https://swcregistry.io/docs/SWC-114,The value of the call is dependent on balance or storage write,Estimated Gas Usage: 3999 - 72796,1304.863416,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x7a4349a749e59a5736efb7826ee3496a2dfd5489.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0x7a4349a749e59a5736efb7826ee3496a2dfd5489.sol,WhaleGiveaway1,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 2407 - 40592,1304.863416,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x7a4349a749e59a5736efb7826ee3496a2dfd5489.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0x7a4349a749e59a5736efb7826ee3496a2dfd5489.sol,WhaleGiveaway1,Unchecked return value from external call.,Medium,SWC-ID: https://swcregistry.io/docs/SWC-104,The return value of a message call is not checked.,Estimated Gas Usage: 2332 - 40329,1304.863416,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x7a4349a749e59a5736efb7826ee3496a2dfd5489.sol
slither,smartbugs-dataset/unchecked_low_level_calls/0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol#L431-L434,daoPOLSKAtokens.FundsTransfer(),arbitrary-send-eth,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,1.014092207,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol#L431-L434
slither,smartbugs-dataset/unchecked_low_level_calls/0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol#L366-L376,"daoPOLSKAtokens.sendTokenAw(address,address,uint256)",unchecked-transfer,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,1.014092207,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol#L366-L376
slither,smartbugs-dataset/unchecked_low_level_calls/0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol#L366-L376,"daoPOLSKAtokens.sendTokenAw(address,address,uint256)",reentrancy-no-eth,Medium,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,1.014092207,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol#L366-L376
slither,smartbugs-dataset/unchecked_low_level_calls/0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol#L457-L466,daoPOLSKAtokens.finalize(),unchecked-send,Medium,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,1.014092207,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol#L457-L466
mythril,smartbugs-dataset/unchecked_low_level_calls/0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol,SafeMath,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 19 - 114,2190.963993,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol,SafeMath,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 36 - 131,2190.963993,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol,StandardToken,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 36 - 131,2190.963993,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol,StandardToken,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 37 - 132,2190.963993,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol,daoPOLSKAtokens,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 111160 - 515873,2190.963993,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol
mythril,smartbugs-dataset/unchecked_low_level_calls/0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol,daoPOLSKAtokens,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 100 - 195,2190.963993,46402.2058,output_unchecked_low_level_calls.csv,unchecked_low_level_calls,0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol
